,client_code,KRA YN,IsKarvy,cm_sex,IncomePA,IsDormant,E2Channel,age,months_since_last_login,months_since_last_futures_trade,months_since_last_options_trade,months_since_last_intraday_trade,months_since_last_delivery_trade,THV,ALB,Z20,total_logins_one_year,total_trades_one_year,target
164581,34677488,N,1.0,M,5_10L,N,Franchisee,53.0,1.2729719061498714,132.0,132.0,132.0,1.1086974857305611,30.0,4402.45,0.0,11.0,2.0,0.0
164582,68124252,N,1.0,M,5_10L,N,Franchisee,65.0,1.40439144248532,132.0,132.0,132.0,1.1086974857305611,30.0,1054.83,0.0,17.0,3.0,0.0
164593,RBLBAL74,Y,0.0,M,5_10L,N,Banca,47.0,0.1559058472985603,132.0,132.0,132.0,1.1086974857305611,0.0,3408.98,1.0,169.0,2.0,0.0
164596,43312407,Y,0.0,M,5_10L,N,Franchisee,23.0,1.1086974857305611,132.0,132.0,1.1086974857305611,1.1086974857305611,0.0,18.17,1.0,10.0,3.0,0.0
164636,SOMMEU96,N,1.0,F,5_10L,N,Franchisee,32.0,0.1559058472985603,132.0,132.0,132.0,1.1086974857305611,0.0,214.87,0.0,8.0,2.0,0.0
164645,97580417,N,1.0,M,5_10L,N,Premia,59.0,0.1559058472985603,132.0,132.0,132.0,1.0758426016466989,10750.0,10091.57,0.0,149.0,4.0,0.0
164651,26947701,N,0.0,M,<=1L,N,CAT,21.0,0.5501644563049055,132.0,132.0,132.0,1.1086974857305611,0.0,4.96,1.0,20.0,2.0,0.0
164679,RKKY0012,Y,0.0,M,5_10L,N,Franchisee,38.0,0.1559058472985603,132.0,132.0,1.1086974857305611,1.1086974857305611,0.0,603.11,1.0,24.0,3.0,0.0
164712,PRMASONG,N,0.0,F,1_5L,N,Premia,44.0,0.1559058472985603,132.0,10.800888290469878,46.5798570577957,1.1086974857305611,6033.0,-995.55,1.0,187.0,54.0,0.0
164774,MILI0093,N,0.0,M,1_5L,N,Franchisee,27.0,0.4187449199694571,132.0,132.0,132.0,1.1086974857305611,0.0,-17.8,0.0,99.0,3.0,0.0
164789,VPUL1234,N,0.0,M,<=1L,N,GL Investments,39.0,0.1559058472985603,132.0,132.0,132.0,1.1086974857305611,0.0,0.2,1.0,214.0,10.0,0.0
164790,JOSHI118,N,0.0,M,<=1L,N,GL Investments,34.0,0.5501644563049055,132.0,132.0,1.1086974857305611,1.1086974857305611,0.0,87.9,1.0,67.0,7.0,0.0
164811,72039825,N,0.0,M,<=1L,N,CAT,26.0,0.385890035885595,132.0,132.0,132.0,1.1086974857305611,0.0,34.91,1.0,309.0,2.0,0.0
164832,79173477,Y,0.0,M,<=1L,N,CAT,29.0,0.8458584130596644,132.0,132.0,1.2729719061498714,1.1086974857305611,0.0,1.86,1.0,28.0,3.0,0.0
164838,70357088,N,1.0,F,5_10L,N,CAT,36.0,0.2216156154662845,132.0,132.0,132.0,1.1086974857305611,111968.0,101.64,0.0,44.0,2.0,0.0
164864,SUJAYA88,N,0.0,F,1_5L,N,Premia,33.0,0.2216156154662845,132.0,132.0,132.0,1.1086974857305611,2252106.0,24.36,1.0,162.0,2.0,0.0
164867,BABL5639,N,1.0,M,5_10L,N,CAT,45.0,0.4187449199694571,132.0,132.0,132.0,1.1086974857305611,0.0,-28.86,0.0,45.0,5.0,0.0
164883,71703295,Y,0.0,M,5_10L,N,Franchisee,18.0,1.1415523698144232,132.0,132.0,132.0,1.1086974857305611,0.0,0.26,1.0,5.0,2.0,0.0
164884,81343263,Y,0.0,M,5_10L,N,Franchisee,41.0,0.6487291085564918,132.0,132.0,132.0,1.1086974857305611,0.0,35.46,1.0,9.0,2.0,0.0
164914,30359455,Y,0.0,M,5_10L,N,CAT,22.0,0.3530351518017329,132.0,132.0,132.0,1.1086974857305611,0.0,5.16,1.0,53.0,2.0,0.0
164936,81359799,Y,0.0,F,<=1L,N,CAT,20.0,1.1086974857305611,132.0,132.0,1.1086974857305611,1.1086974857305611,0.0,10.99,1.0,14.0,3.0,0.0
164997,IKDK0373,Y,0.0,M,5_10L,N,Franchisee,48.0,0.2873253836340088,132.0,132.0,132.0,1.1086974857305611,0.0,588.7,1.0,68.0,2.0,0.0
165025,96580890,N,0.0,M,<=1L,N,Franchisee,35.0,0.1559058472985603,132.0,132.0,4.131346821445874,1.1086974857305611,0.0,2.2,1.0,354.0,31.0,0.0
165070,16347360,Y,0.0,M,<=1L,N,CAT,20.0,0.1887607313824225,132.0,132.0,132.0,1.1086974857305611,0.0,1.51,1.0,61.0,2.0,0.0
165100,21393823,Y,0.0,M,<=1L,N,CAT,24.0,0.1559058472985603,132.0,132.0,132.0,1.1086974857305611,0.0,0.55,1.0,84.0,4.0,0.0
165130,27102550,Y,0.0,M,5_10L,N,Franchisee,30.0,0.7144388767242159,132.0,132.0,132.0,1.1086974857305611,0.0,892.14,1.0,36.0,2.0,0.0
165132,27680240,N,0.0,M,5_10L,N,CAT,24.0,1.0101328334789748,132.0,132.0,1.1086974857305611,1.1086974857305611,0.0,-0.08,1.0,7.0,4.0,0.0
165136,28548784,N,0.0,M,5_10L,N,CAT,18.0,1.1086974857305611,132.0,132.0,1.1086974857305611,1.1086974857305611,0.0,46.58,1.0,3.0,3.0,0.0
165199,41000655,N,0.0,M,<=1L,N,CAT,21.0,1.1086974857305611,132.0,132.0,1.1086974857305611,1.1086974857305611,0.0,-0.42,1.0,5.0,3.0,0.0
165256,50146888,Y,0.0,M,<=1L,N,CAT,31.0,0.5501644563049055,132.0,132.0,132.0,1.1086974857305611,0.0,35.24,1.0,25.0,3.0,0.0
165287,54830442,Y,0.0,M,<=1L,N,CAT,22.0,1.1086974857305611,132.0,132.0,1.1086974857305611,1.1086974857305611,0.0,47.42,1.0,4.0,3.0,0.0
165288,55144157,Y,0.0,M,<=1L,N,CAT,20.0,1.1086974857305611,132.0,132.0,1.1086974857305611,1.1086974857305611,0.0,44.01,1.0,2.0,7.0,0.0
165304,57451216,N,0.0,M,<=1L,N,CAT,21.0,0.3530351518017329,132.0,132.0,1.1086974857305611,1.1086974857305611,0.0,35.72,1.0,28.0,3.0,0.0
165336,62234116,N,0.0,M,<=1L,N,CAT,20.0,0.5173095722210435,132.0,132.0,1.1086974857305611,1.1086974857305611,0.0,-0.18,1.0,16.0,3.0,0.0
165351,66087947,N,0.0,M,<=1L,N,CAT,22.0,0.5173095722210435,132.0,132.0,1.1086974857305611,1.1086974857305611,0.0,-4.1,1.0,15.0,3.0,0.0
165405,75562725,Y,0.0,M,5_10L,N,CAT,29.0,0.1887607313824225,132.0,132.0,132.0,1.1086974857305611,0.0,9769.93,1.0,65.0,4.0,0.0
165411,76630671,Y,0.0,M,5_10L,N,CAT,19.0,0.8787132971435264,132.0,132.0,132.0,1.1086974857305611,0.0,-0.48,1.0,11.0,2.0,0.0
165415,76960569,N,0.0,M,5_10L,N,CAT,23.0,1.1086974857305611,132.0,132.0,1.1086974857305611,1.1086974857305611,0.0,47.37,1.0,5.0,3.0,0.0
165444,85328203,Y,0.0,M,<=1L,N,CAT,24.0,1.1086974857305611,132.0,132.0,1.1086974857305611,1.1086974857305611,0.0,22.35,1.0,9.0,5.0,0.0
165457,91167212,N,0.0,M,<=1L,N,CAT,21.0,0.2544704995501466,132.0,132.0,132.0,1.1086974857305611,0.0,-6.66,1.0,77.0,2.0,0.0
165492,GAUR1402,N,0.0,M,5_10L,N,Franchisee,38.0,1.1086974857305611,132.0,132.0,132.0,1.1086974857305611,0.0,4.35,1.0,2.0,2.0,0.0
165515,RUPALI25,Y,0.0,F,5_10L,N,Franchisee,37.0,0.1559058472985603,132.0,132.0,132.0,1.1086974857305611,30.0,15324.85,1.0,62.0,40.0,0.0
165529,SANDY114,N,0.0,M,1_5L,N,GL Investments,38.0,0.1559058472985603,132.0,132.0,132.0,1.1086974857305611,30.0,0.92,0.0,140.0,4.0,0.0
165532,40354863,Y,0.0,M,5_10L,N,CAT,24.0,0.2216156154662845,132.0,132.0,2.685731921755941,1.1086974857305611,0.0,11.4,1.0,43.0,13.0,0.0
165588,33956122,Y,0.0,M,5_10L,N,CAT,20.0,1.0758426016466989,132.0,132.0,1.1086974857305611,1.1086974857305611,0.0,-0.88,1.0,36.0,5.0,0.0
165709,DAVI5455,Y,0.0,M,<=1L,N,CAT,23.0,1.0101328334789748,132.0,132.0,1.1744072538982853,1.1086974857305611,0.0,10.08,0.0,38.0,3.0,0.0
165807,KSANTOS3,N,1.0,M,5_10L,N,Franchisee,38.0,0.9444230653112506,132.0,132.0,132.0,1.1086974857305611,0.0,985.19,0.0,93.0,3.0,0.0
165850,PRASSIN4,N,1.0,M,5_10L,N,Franchisee,70.0,132.0,132.0,132.0,132.0,1.1086974857305611,468580.0,22826.45,0.0,0.0,3.0,0.0
165875,36422118,Y,0.0,M,5_10L,N,Franchisee,44.0,0.2216156154662845,132.0,132.0,132.0,1.1086974857305611,0.0,-90.27,1.0,31.0,3.0,0.0
165889,61152896,Y,0.0,F,5_10L,N,Franchisee,23.0,0.1559058472985603,132.0,132.0,1.1744072538982853,1.1086974857305611,0.0,0.38,1.0,6.0,4.0,0.0
165940,95405707,N,0.0,M,<=1L,N,CAT,21.0,0.1559058472985603,132.0,132.0,132.0,1.1086974857305611,0.0,31.84,1.0,31.0,2.0,0.0
165952,62944453,N,0.0,M,<=1L,N,Franchisee,33.0,1.3386816743175958,132.0,132.0,1.3715365584014578,1.1086974857305611,0.0,219.18,1.0,19.0,4.0,0.0
165960,TJ221019,Y,0.0,M,5_10L,N,GL Investments,24.0,132.0,132.0,132.0,132.0,1.1086974857305611,0.0,152.7,1.0,0.0,2.0,0.0
165985,74657180,N,0.0,M,<=1L,N,GL Investments,33.0,0.7801486448919401,132.0,132.0,132.0,1.1086974857305611,0.0,10.55,1.0,7.0,3.0,0.0
165994,KUMAR349,N,0.0,M,5_10L,N,Franchisee,45.0,0.6815839926403539,132.0,132.0,45.758484955699146,1.1086974857305611,5051.0,0.0,0.0,129.0,4.0,0.0
166002,PRASA234,N,0.0,M,1_2L,N,Franchisee,51.0,0.1559058472985603,132.0,132.0,132.0,1.1086974857305611,477189.0,1000.98,0.0,1199.0,3.0,0.0
166008,R0SAMI80,N,0.0,M,1_5L,N,Franchisee,41.0,38.169006732327,132.0,132.0,30.74380292937417,1.1086974857305611,48207.0,-73.51,0.0,10.0,3.0,0.0
166022,YSD01983,N,0.0,M,1_2L,Y,others,38.0,0.1559058472985603,132.0,132.0,41.520204908880935,1.1086974857305611,4011.0,-506.76,0.0,28.0,2.0,0.0
166045,BRIJKHOT,N,0.0,M,1_5L,N,Franchisee,69.0,0.2216156154662845,132.0,132.0,132.0,1.1086974857305611,1790.0,12178.08,0.0,70.0,2.0,0.0
166077,HIMAN422,N,0.0,M,1_5L,N,Premia,21.0,0.2216156154662845,132.0,132.0,1.3715365584014578,1.1086974857305611,108136.0,3990.18,1.0,99.0,8.0,0.0
166082,BALAIMAY,N,0.0,M,10_25L,N,Franchisee,34.0,0.1559058472985603,132.0,132.0,132.0,1.1086974857305611,1621258.0,4542.11,0.0,447.0,5.0,0.0
166127,SHAKUN53,N,0.0,F,1_5L,N,Franchisee,68.0,0.1559058472985603,132.0,132.0,71.64813361378248,0.8130035289758022,797027.0,48937.02,0.0,40.0,13.0,0.0
166154,ROHITH98,N,0.0,M,>25L,N,Banca,33.0,1.0758426016466989,132.0,132.0,132.0,1.1086974857305611,12357.0,0.06,0.0,19.0,3.0,0.0
166196,RAJUKV99,N,0.0,M,<=1L,Y,Franchisee,66.0,1.470101210653044,132.0,132.0,132.0,1.1086974857305611,2665.0,-258.49,0.0,2.0,2.0,0.0
166252,FTANKUSH,N,0.0,M,1_5L,Y,Franchisee,51.0,0.2544704995501466,132.0,132.0,132.0,1.1086974857305611,48892.0,224.25,0.0,44.0,3.0,0.0
166283,97335521,N,0.0,M,1_5L,N,Franchisee,42.0,0.1559058472985603,132.0,132.0,132.0,1.1086974857305611,2668.0,28.62,0.0,199.0,2.0,0.0
166309,SIVA2510,N,0.0,M,1_5L,N,Premia,57.0,0.6815839926403539,132.0,132.0,14.513490191946294,1.1086974857305611,320290.0,2428.25,0.0,99.0,32.0,0.0
166318,RAVAUMAN,N,0.0,M,1_5L,N,CAT,21.0,0.5830193403887676,132.0,132.0,1.40439144248532,1.1086974857305611,30.0,-28.56,0.0,70.0,5.0,0.0
166327,RBL1977A,N,0.0,M,>25L,N,Banca,44.0,0.1559058472985603,132.0,132.0,9.158144086276774,1.1086974857305611,30.0,-61.85,0.0,1227.0,411.0,0.0
166430,60061484,N,0.0,M,<=1L,N,CAT,21.0,0.5830193403887676,132.0,132.0,1.3058267902337335,1.1086974857305611,0.0,-27.62,1.0,37.0,34.0,0.0
166462,RBLURVI8,Y,0.0,F,5_10L,N,Banca,27.0,0.1887607313824225,132.0,132.0,132.0,1.1086974857305611,3095.0,-1085.7,1.0,103.0,5.0,0.0
166465,97392212,N,0.0,M,5_10L,N,GL Investments,21.0,0.2216156154662845,132.0,132.0,132.0,1.1086974857305611,0.0,7.54,1.0,55.0,2.0,0.0
166516,47448408,N,1.0,M,5_10L,N,Franchisee,37.0,1.1415523698144232,132.0,132.0,132.0,1.1086974857305611,0.0,0.58,0.0,48.0,3.0,0.0
166528,PCHAITA1,N,1.0,M,5_10L,N,CAT,32.0,1.1086974857305611,132.0,132.0,132.0,1.1086974857305611,0.0,17883.94,0.0,13.0,2.0,0.0
166540,BUSH7354,N,1.0,M,5_10L,N,CAT,29.0,0.1559058472985603,132.0,132.0,132.0,1.1086974857305611,0.0,0.4,0.0,282.0,5.0,0.0
166561,RASI1945,N,1.0,M,5_10L,N,Franchisee,27.0,0.1559058472985603,132.0,132.0,132.0,1.1086974857305611,0.0,0.13,0.0,115.0,3.0,0.0
166566,97166636,N,1.0,M,5_10L,N,Franchisee,43.0,0.2216156154662845,132.0,132.0,132.0,1.1086974857305611,0.0,14338.09,0.0,344.0,2.0,0.0
166581,BAJRADA2,N,1.0,M,5_10L,N,CAT,49.0,0.6158742244726296,132.0,132.0,132.0,1.1086974857305611,158430.0,153.63,0.0,30.0,2.0,0.0
166615,26319476,Y,0.0,M,<=1L,N,CAT,33.0,0.1887607313824225,132.0,132.0,132.0,1.1086974857305611,0.0,-461.97,1.0,22.0,5.0,0.0
166619,GUGALCHE,N,1.0,M,5_10L,N,CAT,38.0,0.1559058472985603,132.0,132.0,132.0,1.1086974857305611,0.0,0.28,0.0,354.0,20.0,0.0
166627,RR051101,N,0.0,M,<=1L,N,others,20.0,0.8787132971435264,132.0,132.0,132.0,1.1086974857305611,0.0,271.39,1.0,17.0,3.0,0.0
166637,KODEESWA,N,1.0,M,5_10L,N,Franchisee,24.0,0.9115681812273884,132.0,132.0,132.0,1.1086974857305611,0.0,940.75,0.0,114.0,4.0,0.0
166671,81416289,N,0.0,M,<=1L,N,others,28.0,0.1887607313824225,132.0,132.0,132.0,1.1086974857305611,0.0,95.9,1.0,206.0,2.0,0.0
166685,DHAR1201,N,0.0,F,<=1L,N,Franchisee,30.0,0.4187449199694571,132.0,132.0,132.0,1.1086974857305611,30.0,207.09,1.0,76.0,2.0,0.0
166705,KHAMAFI7,N,1.0,M,1_5L,N,Franchisee,45.0,0.1559058472985603,132.0,132.0,132.0,1.1086974857305611,0.0,970.04,0.0,186.0,2.0,0.0
166726,86739041,Y,0.0,M,5_10L,N,Franchisee,21.0,0.1887607313824225,132.0,132.0,132.0,1.1086974857305611,0.0,0.0,1.0,12.0,3.0,0.0
166736,CR544412,N,1.0,F,5_10L,N,Franchisee,64.0,1.1086974857305611,132.0,132.0,132.0,1.1086974857305611,0.0,0.57,0.0,10.0,2.0,0.0
166742,HG773250,N,1.0,M,5_10L,N,CAT,52.0,0.1559058472985603,132.0,132.0,132.0,1.1086974857305611,564666.0,4957.89,0.0,116.0,6.0,0.0
166746,LCHAN982,N,1.0,M,5_10L,N,CAT,36.0,0.1559058472985603,132.0,132.0,132.0,1.1086974857305611,0.0,53.98,0.0,169.0,6.0,0.0
166751,NITESSUH,N,1.0,M,5_10L,N,Franchisee,34.0,0.6158742244726296,132.0,132.0,132.0,1.1086974857305611,0.0,2476.6,0.0,7.0,7.0,0.0
166756,RBLRSC89,Y,0.0,F,5_10L,N,Banca,32.0,0.4844546881371813,132.0,132.0,132.0,1.1086974857305611,0.0,46.73,1.0,19.0,3.0,0.0
166783,51103313,N,0.0,M,<=1L,N,CAT,25.0,0.1559058472985603,132.0,132.0,132.0,1.1086974857305611,0.0,6.89,1.0,27.0,2.0,0.0
166788,VAHIDKHA,N,1.0,M,5_10L,N,Franchisee,56.0,0.1559058472985603,132.0,132.0,132.0,1.1086974857305611,0.0,122.19,0.0,175.0,5.0,0.0
166801,URMILGIR,Y,0.0,F,5_10L,N,GL Investments,44.0,0.6158742244726296,132.0,132.0,132.0,1.1086974857305611,0.0,252.19,1.0,30.0,3.0,0.0
166805,77611635,N,1.0,M,5_10L,N,CAT,62.0,0.2216156154662845,132.0,132.0,132.0,1.1086974857305611,0.0,0.86,0.0,149.0,3.0,0.0
166808,SK910079,N,1.0,M,5_10L,N,Franchisee,29.0,0.6487291085564918,132.0,132.0,132.0,1.1086974857305611,0.0,4.19,0.0,18.0,2.0,0.0
166819,43001937,N,0.0,F,<=1L,N,CAT,31.0,0.1559058472985603,132.0,132.0,132.0,1.1086974857305611,0.0,977.82,1.0,128.0,3.0,0.0
166822,AST11486,Y,0.0,M,5_10L,N,Premia,35.0,0.6815839926403539,132.0,132.0,132.0,1.1086974857305611,9075.0,13592.76,1.0,153.0,2.0,0.0
166823,PRIYMARG,N,1.0,F,5_10L,N,Franchisee,34.0,0.2216156154662845,132.0,132.0,132.0,1.1086974857305611,0.0,25204.0,0.0,28.0,3.0,0.0
166837,83293773,N,0.0,M,5_10L,N,Franchisee,50.0,0.1559058472985603,132.0,132.0,132.0,1.1086974857305611,0.0,31.46,1.0,146.0,6.0,0.0
166860,SHIVAR23,N,1.0,M,5_10L,N,CAT,38.0,0.9772779493951128,132.0,132.0,132.0,1.1086974857305611,0.0,1.21,0.0,55.0,5.0,0.0
166869,88684863,Y,0.0,M,5_10L,N,Franchisee,29.0,0.5501644563049055,132.0,132.0,132.0,1.1086974857305611,0.0,-1.6,1.0,7.0,2.0,0.0
166871,36729149,Y,0.0,M,5_10L,N,Franchisee,38.0,0.2544704995501466,132.0,132.0,132.0,1.1086974857305611,0.0,0.49,1.0,29.0,2.0,0.0
166876,60262281,Y,0.0,M,<=1L,N,Franchisee,23.0,0.2216156154662845,132.0,132.0,132.0,1.1086974857305611,0.0,0.02,1.0,36.0,2.0,0.0
166889,37289035,Y,0.0,M,5_10L,N,Franchisee,32.0,0.1559058472985603,132.0,132.0,132.0,1.1086974857305611,0.0,0.19,1.0,17.0,3.0,0.0
166894,62747783,N,0.0,F,<=1L,N,CAT,34.0,0.2544704995501466,132.0,132.0,132.0,1.1086974857305611,0.0,0.95,1.0,74.0,6.0,0.0
166911,74527679,Y,0.0,M,<=1L,N,CAT,21.0,0.7801486448919401,132.0,132.0,1.1415523698144232,1.1086974857305611,0.0,0.44,1.0,33.0,3.0,0.0
166917,41772557,N,0.0,M,<=1L,N,CAT,41.0,0.1559058472985603,132.0,132.0,132.0,1.1086974857305611,0.0,44.63,1.0,67.0,3.0,0.0
166927,KS673057,N,1.0,M,5_10L,N,Franchisee,38.0,0.1887607313824225,132.0,132.0,132.0,1.1086974857305611,0.0,-15.58,0.0,127.0,2.0,0.0
166929,86910464,N,0.0,M,<=1L,N,Franchisee,41.0,0.3201802677178708,132.0,132.0,132.0,1.1086974857305611,0.0,0.6,1.0,59.0,2.0,0.0
166945,RAVI2761,N,0.0,M,<=1L,N,others,30.0,0.1559058472985603,132.0,132.0,132.0,1.1086974857305611,0.0,4.19,1.0,107.0,2.0,0.0
166955,38351660,Y,0.0,M,5_10L,N,GL Investments,29.0,1.0101328334789748,132.0,132.0,132.0,1.1086974857305611,0.0,-0.31,1.0,207.0,5.0,0.0
166978,62370095,Y,0.0,M,5_10L,N,Franchisee,21.0,0.1887607313824225,132.0,132.0,132.0,1.1086974857305611,0.0,-5.03,1.0,20.0,2.0,0.0
166979,40828773,Y,0.0,M,<=1L,N,CAT,35.0,0.1559058472985603,132.0,132.0,132.0,1.0758426016466989,0.0,183.1,1.0,41.0,5.0,0.0
166999,RKANWA25,N,1.0,F,5_10L,N,Franchisee,33.0,0.4844546881371813,132.0,132.0,132.0,1.1086974857305611,0.0,52.17,0.0,32.0,3.0,0.0
167011,DYASH124,Y,0.0,M,5_10L,N,Franchisee,73.0,0.5830193403887676,132.0,132.0,132.0,1.1086974857305611,0.0,-244.04,1.0,11.0,5.0,0.0
167012,51449701,N,0.0,F,<=1L,N,others,38.0,0.1559058472985603,132.0,132.0,132.0,1.1086974857305611,0.0,-400.07,1.0,14.0,3.0,0.0
167018,97643106,N,0.0,M,<=1L,N,Franchisee,32.0,0.3530351518017329,132.0,132.0,1.1744072538982853,1.1086974857305611,0.0,1123.97,1.0,26.0,3.0,0.0
167024,PANCHPA8,N,1.0,M,5_10L,N,Franchisee,27.0,1.1086974857305611,132.0,132.0,132.0,1.1086974857305611,0.0,8197.28,0.0,63.0,3.0,0.0
167040,33703379,Y,0.0,M,5_10L,N,Franchisee,27.0,0.1887607313824225,132.0,132.0,132.0,1.1086974857305611,0.0,138.14,1.0,43.0,3.0,0.0
167050,VDMISTRY,N,0.0,M,<=1L,N,Franchisee,49.0,0.1559058472985603,132.0,132.0,132.0,1.1086974857305611,9812.0,101.72,1.0,155.0,3.0,0.0
167051,FKAM1227,Y,0.0,F,5_10L,N,Franchisee,31.0,0.2216156154662845,132.0,132.0,132.0,1.1086974857305611,0.0,12385.65,1.0,22.0,3.0,0.0
167064,91834411,Y,0.0,M,5_10L,N,Franchisee,20.0,0.8130035289758022,132.0,132.0,132.0,1.1086974857305611,0.0,-27.22,1.0,46.0,3.0,0.0
167069,SGRI0007,Y,0.0,M,5_10L,N,Franchisee,30.0,0.5830193403887676,132.0,132.0,1.1415523698144232,1.1086974857305611,30.0,43.97,1.0,16.0,9.0,0.0
167072,38123975,N,1.0,F,5_10L,N,CAT,58.0,0.2216156154662845,132.0,132.0,1.3386816743175958,1.1086974857305611,0.0,26.35,0.0,39.0,25.0,0.0
167075,DOKHE555,Y,0.0,M,5_10L,N,Franchisee,33.0,0.1559058472985603,132.0,132.0,132.0,1.1086974857305611,0.0,504.54,1.0,95.0,2.0,0.0
167082,12398100,N,1.0,M,1_5L,N,CAT,58.0,0.3201802677178708,132.0,132.0,132.0,1.1086974857305611,249934.0,432.74,0.0,46.0,15.0,0.0
167088,KALP1957,Y,0.0,F,5_10L,N,Franchisee,64.0,0.9444230653112506,132.0,132.0,132.0,1.1086974857305611,0.0,479.3,1.0,12.0,2.0,0.0
167099,70855836,N,1.0,M,5_10L,N,Franchisee,55.0,0.1559058472985603,132.0,132.0,132.0,1.1086974857305611,221447.0,13746.8,0.0,45.0,7.0,0.0
167103,80647984,Y,0.0,M,5_10L,N,Franchisee,54.0,0.2544704995501466,132.0,132.0,132.0,1.1086974857305611,2678.0,579.61,1.0,38.0,3.0,0.0
167120,79994942,N,0.0,M,<=1L,N,GL Investments,28.0,0.4515998040533192,132.0,132.0,132.0,1.1086974857305611,0.0,81.24,1.0,44.0,2.0,0.0
167121,73180326,N,0.0,M,<=1L,N,GL Investments,22.0,0.2216156154662845,132.0,132.0,132.0,1.1086974857305611,0.0,-0.33,1.0,72.0,3.0,0.0
167123,20808238,N,0.0,M,5_10L,N,CAT,41.0,0.1887607313824225,132.0,132.0,1.1744072538982853,1.1086974857305611,0.0,-95.5,1.0,42.0,7.0,0.0
167132,45093487,N,0.0,M,<=1L,N,others,30.0,0.8458584130596644,132.0,132.0,132.0,1.1086974857305611,0.0,103.62,1.0,9.0,2.0,0.0
167136,70706584,N,0.0,M,<=1L,N,CAT,23.0,1.1086974857305611,132.0,132.0,1.1086974857305611,1.1086974857305611,0.0,-0.57,1.0,13.0,5.0,0.0
167138,SBBHATT7,Y,0.0,F,5_10L,N,Premia,46.0,0.1559058472985603,132.0,132.0,132.0,1.1086974857305611,32337.0,-38.09,1.0,188.0,14.0,0.0
167140,84929182,Y,0.0,M,5_10L,N,Franchisee,19.0,0.6158742244726296,132.0,132.0,132.0,1.1086974857305611,0.0,8.39,1.0,18.0,2.0,0.0
167141,PNGV0006,Y,0.0,M,5_10L,N,Franchisee,38.0,0.2216156154662845,132.0,132.0,132.0,1.1086974857305611,0.0,72.58,1.0,23.0,2.0,0.0
167152,94630713,Y,0.0,M,5_10L,N,Franchisee,50.0,0.1559058472985603,132.0,132.0,132.0,1.1086974857305611,0.0,-501.75,1.0,99.0,4.0,0.0
167159,64766547,N,1.0,F,5_10L,N,CAT,45.0,0.8787132971435264,132.0,132.0,132.0,1.1086974857305611,0.0,-0.12,0.0,29.0,6.0,0.0
167165,45045882,N,0.0,F,5_10L,N,Franchisee,32.0,0.1887607313824225,132.0,132.0,132.0,1.1086974857305611,0.0,60.24,1.0,35.0,2.0,0.0
167167,DSFIROZA,N,0.0,F,<=1L,N,Franchisee,28.0,0.1559058472985603,132.0,132.0,132.0,1.1086974857305611,0.0,17.99,1.0,30.0,4.0,0.0
167242,51376084,N,0.0,M,<=1L,N,GL Investments,26.0,0.1559058472985603,132.0,132.0,5.01842869171015,1.1086974857305611,0.0,239.03,1.0,63.0,4.0,0.0
167275,AMAR2210,N,0.0,M,5_10L,N,Franchisee,47.0,0.1887607313824225,132.0,132.0,14.184941351107671,1.1086974857305611,942920.0,-204.23,0.0,205.0,25.0,0.0
167326,ASHWITH7,N,0.0,F,<=1L,N,CAT,24.0,1.1744072538982853,132.0,132.0,21.11732189280257,1.1086974857305611,0.0,13.31,0.0,37.0,3.0,0.0
167421,PRAJNRAV,N,1.0,F,5_10L,N,Franchisee,39.0,0.1887607313824225,132.0,132.0,132.0,1.1086974857305611,0.0,-43.06,0.0,608.0,20.0,0.0
167441,DAR26802,N,0.0,M,<=1L,N,Franchisee,19.0,0.385890035885595,132.0,132.0,132.0,1.1086974857305611,0.0,-0.88,1.0,88.0,2.0,0.0
167483,JJG45123,Y,0.0,M,5_10L,N,GL Investments,26.0,0.1559058472985603,132.0,132.0,132.0,1.1086974857305611,0.0,4.19,1.0,11.0,2.0,0.0
167493,15761370,N,1.0,M,5_10L,N,Franchisee,56.0,0.5830193403887676,132.0,132.0,132.0,1.1086974857305611,0.0,515.84,0.0,57.0,2.0,0.0
167494,ANKKUM84,N,1.0,M,5_10L,N,Franchisee,29.0,0.2216156154662845,132.0,132.0,132.0,1.1086974857305611,0.0,0.72,0.0,83.0,2.0,0.0
167498,86583253,N,0.0,M,<=1L,N,GL Investments,24.0,0.1559058472985603,132.0,132.0,132.0,1.1086974857305611,0.0,5.53,1.0,121.0,3.0,0.0
167524,33976257,Y,0.0,F,5_10L,N,Franchisee,19.0,1.3715365584014578,132.0,132.0,132.0,1.1086974857305611,0.0,-3.26,1.0,7.0,5.0,0.0
167581,73808016,N,0.0,M,<=1L,N,CAT,25.0,0.4515998040533192,132.0,132.0,132.0,1.1086974857305611,0.0,4.75,1.0,46.0,2.0,0.0
167603,24748831,Y,0.0,M,<=1L,N,CAT,37.0,1.1086974857305611,132.0,132.0,1.1086974857305611,1.1086974857305611,0.0,49.15,1.0,1.0,3.0,0.0
167608,41828249,Y,0.0,M,<=1L,N,CAT,22.0,0.8787132971435264,132.0,132.0,132.0,1.1086974857305611,0.0,-19.6,1.0,12.0,4.0,0.0
167645,UMEDJVAG,N,0.0,M,5_10L,N,others,32.0,0.1559058472985603,132.0,132.0,132.0,1.1086974857305611,0.0,224.92,1.0,450.0,8.0,0.0
